"PVWatts Hourly PV Performance Data"
"Requested Location","los angeles, CA"
"Location","Lat, Lng: 34.05, -118.26"
"Latitude (DD)","34.05"
"Longitude (DD)","-118.26"
"Elevation (m)","97.559997558594"
"DC System Size (kW)","10"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","13","7","129","74","15","0.9","0.13","126.666","18.945","1042.959","966.367"
"11","13","8","654","86","16","1.4","0.13","471.164","29.145","4050.546","3867.383"
"11","13","9","756","100","18","2","0.13","661.073","34.174","5549.308","5313.039"
"11","13","10","793","113","19","2.6","0.13","778.922","35.967","6453.147","6184.851"
"11","13","11","278","278","19","3.2","0.13","544.596","29.667","4561.406","4360.142"
"11","13","12","316","259","19","3.6","0.13","547.833","29.081","4611.16","4408.132"
"11","13","13","143","236","19","3.6","0.13","358.239","25.593","3036.82","2889.577"
"11","13","14","245","164","18","3.4","0.13","328.773","24.262","2830.827","2690.884"
"11","13","15","102","94","17","3","0.13","143.296","19.901","1204.31","1122.001"
"11","13","16","0","17","16","2.6","0.13","15.802","16.292","78.068","35.666"
"11","13","17","0","0","16","2.2","0.13","0","16","0","0"
"11","13","18","0","0","15","1.8","0.13","0","15","0","0"
"11","13","19","0","0","15","1.5","0.13","0","15","0","0"
"11","13","20","0","0","15","1.2","0.13","0","15","0","0"
"11","13","21","0","0","15","1","0.13","0","15","0","0"
"11","13","22","0","0","15","0.8","0.13","0","15","0","0"
"11","13","23","0","0","15","0.7","0.13","0","15","0","0"
"11","14","0","0","0","15","0.9","0.13","0","15","0","0"
"11","14","1","0","0","15","1","0.13","0","15","0","0"
"11","14","2","0","0","15","1","0.13","0","15","0","0"
"11","14","3","0","0","15","1","0.13","0","15","0","0"
"11","14","4","0","0","15","1.1","0.13","0","15","0","0"
"11","14","5","0","0","14","1.2","0.13","0","14","0","0"
"11","14","6","0","0","14","1.2","0.13","0","0","0","0"
"11","14","7","17","70","15","1.4","0.13","77.561","17.144","638.753","576.484"
"11","14","8","0","114","17","1.8","0.13","109.165","19.774","913.959","841.938"
"11","14","9","101","218","19","1.9","0.13","295.804","26.357","2490.03","2362.163"
"11","14","10","156","269","20","2","0.13","414.45","30.087","3448.83","3286.988"
"11","14","11","234","283","21","2.5","0.13","501.453","32.083","4153.279","3966.476"
"11","14","12","882","89","22","3.2","0.13","829.829","38.312","6812.531","6531.501"
"11","14","13","853","82","22","3.8","0.13","730.96","35.107","6111.495","5855.305"
"11","14","14","773","74","21","4","0.13","553.575","30.659","4739.918","4532.329"
"11","14","15","608","57","20","3.7","0.13","323.397","25.846","2704.071","2568.619"
"11","14","16","191","20","17","2.9","0.13","63.271","18.02","281.783","232.163"
"11","14","17","0","0","16","2.4","0.13","0","16","0","0"
"11","14","18","0","0","15","1.9","0.13","0","15","0","0"
"11","14","19","0","0","14","1.5","0.13","0","14","0","0"
"11","14","20","0","0","14","1.3","0.13","0","14","0","0"
"11","14","21","0","0","14","1.3","0.13","0","14","0","0"
"11","14","22","0","0","14","1.2","0.13","0","14","0","0"
"11","14","23","0","0","14","1","0.13","0","14","0","0"
"11","15","0","0","0","13","0.8","0.13","0","13","0","0"
"11","15","1","0","0","13","0.7","0.13","0","13","0","0"
"11","15","2","0","0","13","0.6","0.13","0","13","0","0"
"11","15","3","0","0","13","0.4","0.13","0","13","0","0"
"11","15","4","0","0","13","0.4","0.13","0","13","0","0"
"11","15","5","0","0","12","0.3","0.13","0","12","0","0"
"11","15","6","0","0","12","0.2","0.13","0","0","0","0"
"11","15","7","493","54","14","0.2","0.13","245.391","23.296","1991.127","1880.938"
"11","15","8","0","60","16","0.8","0.13","55.572","17.789","456.432","400.623"
"11","15","9","66","209","17","1.6","0.13","261.051","23.919","2207.903","2090.033"
"11","15","10","842","98","19","2.3","0.13","797.821","37.379","6579.727","6306.945"
"11","15","11","223","282","20","2.9","0.13","490.813","30.105","4095.39","3910.638"
"11","15","12","270","264","20","3.4","0.13","514.961","29.773","4316.809","4124.211"
"11","15","13","348","209","20","3.7","0.13","487.687","28.856","4132.152","3946.098"
"11","15","14","737","79","20","3.8","0.13","536.543","29.639","4609.774","4406.796"
"11","15","15","576","59","19","3.4","0.13","311.918","24.905","2614.009","2481.749"
"11","15","16","174","19","16","2.6","0.13","58.694","16.999","262.452","213.516"
"11","15","17","0","0","14","2.2","0.13","0","14","0","0"
"11","15","18","0","0","14","2","0.13","0","14","0","0"
"11","15","19","0","0","14","1.8","0.13","0","14","0","0"
"11","15","20","0","0","13","1.6","0.13","0","13","0","0"
"11","15","21","0","0","13","1.6","0.13","0","13","0","0"
"11","15","22","0","0","12","1.6","0.13","0","12","0","0"
"11","15","23","0","0","11","1.6","0.13","0","11","0","0"
"11","16","0","0","0","11","1.8","0.13","0","11","0","0"
"11","16","1","0","0","11","2","0.13","0","11","0","0"
"11","16","2","0","0","11","2.6","0.13","0","11","0","0"
"11","16","3","0","0","11","3.6","0.13","0","11","0","0"
"11","16","4","0","0","12","4.5","0.13","0","12","0","0"
"11","16","5","0","0","12","5.1","0.13","0","12","0","0"
"11","16","6","0","0","12","5.5","0.13","0","0","0","0"
"11","16","7","619","45","14","6.5","0.13","277.284","17.489","2295.757","2174.773"
"11","16","8","814","63","16","7.4","0.13","526.847","22.174","4668.792","4463.722"
"11","16","9","904","73","17","7.1","0.13","721.755","25.695","6274.654","6012.682"
"11","16","10","928","85","19","6.2","0.13","844.111","30.152","7163.874","6870.394"
"11","16","11","944","86","20","5.3","0.13","895.135","33.11","7488.747","7183.756"
"11","16","12","935","85","21","4.4","0.13","864.895","35.225","7189.367","6894.983"
"11","16","13","906","78","21","3.8","0.13","757.32","34.583","6349.702","6085.071"
"11","16","14","841","67","20","3.3","0.13","583.963","31.335","4993.436","4776.863"
"11","16","15","692","51","18","2.3","0.13","348.112","25.97","2908.561","2765.864"
"11","16","16","0","31","15","1.4","0.12","32.794","15.775","168.194","122.598"
"11","16","17","0","0","13","1.4","0.12","0","13","0","0"
"11","16","18","0","0","12","1.6","0.12","0","12","0","0"
"11","16","19","0","0","12","1.9","0.12","0","12","0","0"
"11","16","20","0","0","13","2.1","0.12","0","13","0","0"
"11","16","21","0","0","12","2.3","0.12","0","12","0","0"
"11","16","22","0","0","11","2.4","0.12","0","11","0","0"
"11","16","23","0","0","11","2.5","0.12","0","11","0","0"
"11","17","0","0","0","12","2.5","0.12","0","12","0","0"
"11","17","1","0","0","11","2.4","0.12","0","11","0","0"
"11","17","2","0","0","11","2.4","0.12","0","11","0","0"
"11","17","3","0","0","11","2.5","0.12","0","11","0","0"
"11","17","4","0","0","11","2.6","0.12","0","11","0","0"
"11","17","5","0","0","11","2.7","0.12","0","11","0","0"
"11","17","6","0","0","12","2.9","0.12","0","0","0","0"
"11","17","7","596","44","14","3.7","0.12","266.787","18.77","2191.118","2073.842"
"11","17","8","792","63","17","4.3","0.12","512.893","25.584","4485.886","4287.297"
"11","17","9","879","73","20","3.7","0.12","702.099","32.79","5941.965","5691.781"
"11","17","10","921","79","21","2.4","0.12","829.416","39.757","6784.226","6504.198"
"11","17","11","935","81","22","1.1","0.12","879.733","48.278","6930.28","6645.077"
"11","17","12","925","81","23","0.3","0.12","850.291","54.679","6530.569","6259.53"
"11","17","13","881","80","23","0.2","0.12","744.713","51.664","5824.287","5578.273"
"11","17","14","390","138","22","0.4","0.12","392.793","36.216","3252.524","3097.639"
"11","17","15","256","83","20","0.7","0.12","198.855","26.56","1636.802","1539.168"
"11","17","16","0","11","17","0.9","0.12","10.164","17.271","48.876","7.509"
"11","17","17","0","0","15","1.2","0.12","0","15","0","0"
"11","17","18","0","0","14","1.5","0.12","0","14","0","0"
"11","17","19","0","0","14","1.7","0.12","0","14","0","0"
"11","17","20","0","0","13","1.8","0.12","0","13","0","0"
"11","17","21","0","0","13","2","0.12","0","13","0","0"
"11","17","22","0","0","12","2.4","0.12","0","12","0","0"
"11","17","23","0","0","12","2.7","0.12","0","12","0","0"
"11","18","0","0","0","12","2.8","0.12","0","12","0","0"
"11","18","1","0","0","11","2.7","0.12","0","11","0","0"
"11","18","2","0","0","11","2.7","0.12","0","11","0","0"
"11","18","3","0","0","11","2.7","0.12","0","11","0","0"
"11","18","4","0","0","11","2.7","0.12","0","11","0","0"
"11","18","5","0","0","11","2.7","0.12","0","11","0","0"
"11","18","6","0","0","12","3","0.12","0","0","0","0"
"11","18","7","113","67","15","3.9","0.12","112.763","16.968","925.625","853.191"
"11","18","8","575","89","18","4.4","0.12","423.853","24.992","3695.842","3525.248"
"11","18","9","278","201","21","3.8","0.12","417.504","28.472","3537.812","3372.818"
"11","18","10","526","188","22","3.1","0.12","638.748","34.751","5301.593","5074.101"
"11","18","11","581","183","23","2.8","0.12","700.874","37.717","5742.084","5498.983"
"11","18","12","192","268","23","2.6","0.12","444.475","32.65","3670.809","3501.102"
"11","18","13","302","213","22","2.2","0.12","457.521","32.731","3812.529","3637.801"
"11","18","14","50","156","21","1.5","0.12","189.286","26.138","1580.402","1484.766"
"11","18","15","60","88","19","1.1","0.12","114.961","22.421","947.396","874.19"
"11","18","16","0","14","18","1","0.12","12.948","18.337","62.696","20.838"
"11","18","17","0","0","17","0.7","0.12","0","17","0","0"
"11","18","18","0","0","17","0.3","0.12","0","17","0","0"
"11","18","19","0","0","16","0.2","0.12","0","16","0","0"
"11","18","20","0","0","16","0.5","0.12","0","16","0","0"
"11","18","21","0","0","15","0.7","0.12","0","15","0","0"
"11","18","22","0","0","15","0.9","0.12","0","15","0","0"
"11","18","23","0","0","15","1","0.12","0","15","0","0"
"11","19","0","0","0","14","1.1","0.12","0","14","0","0"
"11","19","1","0","0","14","1.1","0.12","0","14","0","0"
"11","19","2","0","0","14","1.1","0.12","0","14","0","0"
"11","19","3","0","0","13","1.2","0.12","0","13","0","0"
"11","19","4","0","0","13","1.4","0.12","0","13","0","0"
"11","19","5","0","0","12","1.5","0.12","0","12","0","0"
"11","19","6","0","0","13","1.5","0.12","0","13","0","0"
"11","19","7","505","48","15","1.6","0.12","238.994","21.245","1934.049","1825.883"
"11","19","8","725","70","17","1.6","0.12","480.54","29.823","4129.518","3943.557"
"11","19","9","826","81","19","1.5","0.12","674.809","37.381","5607.868","5369.523"
"11","19","10","902","78","20","1.9","0.12","808.91","40.185","6609.525","6335.688"
"11","19","11","919","80","21","2.3","0.12","861.219","40.837","6998.225","6710.614"
"11","19","12","907","81","22","2.9","0.12","832.208","39.206","6817.44","6536.235"
"11","19","13","874","76","21","3.3","0.12","727.436","35.094","6091.248","5835.775"
"11","19","14","792","68","20","3.4","0.12","553.207","30.569","4743.15","4535.446"
"11","19","15","633","51","19","2.8","0.12","322.526","25.738","2687.547","2552.681"
"11","19","16","212","16","16","2","0.12","62.034","17.164","270.368","221.153"
"11","19","17","0","0","14","1.6","0.12","0","14","0","0"
"11","19","18","0","0","13","1.4","0.12","0","13","0","0"
"11","19","19","0","0","13","1.2","0.12","0","13","0","0"
"11","19","20","0","0","14","1.1","0.12","0","14","0","0"
"11","19","21","0","0","14","1.1","0.12","0","14","0","0"
"11","19","22","0","0","13","1.1","0.12","0","13","0","0"
"11","19","23","0","0","13","1","0.12","0","13","0","0"
"11","20","0","0","0","13","1","0.12","0","13","0","0"
"11","20","1","0","0","12","1","0.12","0","12","0","0"
"11","20","2","0","0","12","1","0.12","0","12","0","0"
"11","20","3","0","0","12","1","0.12","0","12","0","0"
"11","20","4","0","0","12","0.9","0.12","0","12","0","0"
"11","20","5","0","0","12","0.8","0.12","0","12","0","0"
"11","20","6","0","0","12","0.7","0.12","0","12","0","0"
"11","20","7","555","43","14","0.9","0.12","249.733","21.705","2011.175","1900.276"
"11","20","8","754","64","16","0.8","0.12","487.893","31.805","4163.312","3976.153"
"11","20","9","841","78","18","1","0.12","679.783","38.868","5618.089","5379.382"
"11","20","10","894","81","19","2","0.12","803.978","38.656","6610.435","6336.566"
"11","20","11","759","123","20","2.8","0.12","784.903","36.496","6481.329","6212.034"
"11","20","12","292","252","20","3.4","0.12","517.638","29.829","4346.692","4153.035"
"11","20","13","325","206","19","3.5","0.12","465.758","27.722","3963.468","3783.391"
"11","20","14","83","160","18","3.2","0.12","213.584","22.195","1823.043","1718.81"
"11","20","15","0","74","17","2.7","0.12","71.469","18.525","588.892","528.39"
"11","20","16","0","9","15","2.1","0.12","8.312","15.169","39.997","0"
"11","20","17","0","0","14","1.5","0.12","0","14","0","0"
"11","20","18","0","0","14","1.2","0.12","0","14","0","0"
"11","20","19","0","0","14","1.2","0.12","0","14","0","0"
"11","20","20","0","0","14","1.5","0.12","0","14","0","0"
"11","20","21","0","0","14","1.6","0.12","0","14","0","0"
"11","20","22","0","0","14","1.6","0.12","0","14","0","0"
"11","20","23","0","0","13","1.8","0.12","0","13","0","0"
"11","21","0","0","0","12","1.9","0.12","0","12","0","0"
"11","21","1","0","0","12","2","0.12","0","12","0","0"
"11","21","2","0","0","11","2.1","0.12","0","11","0","0"
"11","21","3","0","0","11","2.1","0.12","0","11","0","0"
"11","21","4","0","0","10","2","0.12","0","10","0","0"
"11","21","5","0","0","10","1.9","0.12","0","10","0","0"
"11","21","6","0","0","11","2","0.12","0","11","0","0"
"11","21","7","550","42","13","2.6","0.12","245.714","18.252","1999.484","1888.999"
"11","21","8","749","63","15","3.3","0.12","482.314","24.366","4235.556","4045.838"
"11","21","9","845","73","17","3.3","0.12","674.806","30.083","5774.917","5530.653"
"11","21","10","895","77","19","2.6","0.12","798.12","36.402","6623.791","6349.448"
"11","21","11","909","80","20","1.8","0.12","849.108","41.623","6881.852","6598.365"
"11","21","12","899","79","21","1.3","0.12","820.203","44.358","6584.664","6311.707"
"11","21","13","869","74","21","1.1","0.12","719.015","42.518","5847.399","5600.567"
"11","21","14","790","66","21","1.4","0.12","548.177","36.299","4596.048","4393.556"
"11","21","15","629","50","19","1.8","0.12","319.115","27.07","2641.41","2508.179"
"11","21","16","208","15","17","1.9","0.12","54.022","18.017","227.036","179.356"
"11","21","17","0","0","15","1.7","0.12","0","15","0","0"
"11","21","18","0","0","15","1.6","0.12","0","15","0","0"
"11","21","19","0","0","14","1.6","0.12","0","14","0","0"
"11","21","20","0","0","13","1.7","0.12","0","13","0","0"
"11","21","21","0","0","13","1.7","0.12","0","13","0","0"
"11","21","22","0","0","13","1.6","0.12","0","13","0","0"
"11","21","23","0","0","12","1.4","0.12","0","12","0","0"
"11","22","0","0","0","12","1.2","0.12","0","12","0","0"
"11","22","1","0","0","12","1.1","0.12","0","12","0","0"
"11","22","2","0","0","12","1.1","0.12","0","12","0","0"
"11","22","3","0","0","12","1.2","0.12","0","12","0","0"
"11","22","4","0","0","11","1.4","0.12","0","11","0","0"
"11","22","5","0","0","11","1.5","0.12","0","11","0","0"
"11","22","6","0","0","12","1.6","0.12","0","12","0","0"
"11","22","7","526","42","14","1.8","0.12","236.356","19.9","1904.877","1797.744"
"11","22","8","732","62","16","1","0.12","470.358","30.464","4033.243","3850.693"
"11","22","9","624","119","19","0.9","0.12","575.396","37.111","4773.157","4564.389"
"11","22","10","883","73","21","2.1","0.12","782.053","39.744","6407.841","6141.15"
"11","22","11","891","78","22","2.8","0.12","830.102","39.458","6789.356","6509.147"
"11","22","12","398","226","22","3.1","0.12","572.802","33.426","4762.659","4554.263"
"11","22","13","850","73","22","3.5","0.12","702.985","35.2","5887.654","5639.396"
"11","22","14","773","66","21","3.8","0.12","537.512","30.661","4607.104","4404.22"
"11","22","15","608","50","19","3.5","0.12","312.35","24.814","2606.205","2474.221"
"11","22","16","0","22","17","2.7","0.12","20.929","17.381","104.301","60.969"
"11","22","17","0","0","15","2","0.12","0","15","0","0"
"11","22","18","0","0","14","1.5","0.12","0","14","0","0"
"11","22","19","0","0","14","1.2","0.12","0","14","0","0"
"11","22","20","0","0","13","1.2","0.12","0","13","0","0"
"11","22","21","0","0","13","1.2","0.12","0","13","0","0"
"11","22","22","0","0","12","1.4","0.12","0","12","0","0"
"11","22","23","0","0","12","1.7","0.12","0","12","0","0"
"11","23","0","0","0","12","2.2","0.12","0","12","0","0"
"11","23","1","0","0","11","2.8","0.12","0","11","0","0"
"11","23","2","0","0","11","3.5","0.12","0","11","0","0"
"11","23","3","0","0","11","3.8","0.12","0","11","0","0"
"11","23","4","0","0","11","3.9","0.12","0","11","0","0"
"11","23","5","0","0","11","3.8","0.12","0","11","0","0"
"11","23","6","0","0","11","4.1","0.12","0","11","0","0"
"11","23","7","42","60","13","5","0.12","76.319","14.148","625.058","563.274"
"11","23","8","172","135","16","6.3","0.12","237.036","19.099","2067.135","1954.253"
"11","23","9","242","197","19","7","0.12","386.083","23.686","3328.749","3171.163"
"11","23","10","650","141","21","6.6","0.12","683.151","29.643","5805.37","5560.027"
"11","23","11","535","193","22","5.9","0.12","668.395","31.114","5620.901","5382.094"
"11","23","12","954","71","23","5.2","0.12","851.971","35.642","7085.178","6794.486"
"11","23","13","918","68","23","4.6","0.12","745.075","34.951","6248.915","5987.856"
"11","23","14","610","92","22","4.1","0.12","472.803","30.131","4045.49","3862.506"
"11","23","15","308","74","20","2.8","0.12","215.507","24.504","1786.747","1683.8"
"11","23","16","0","17","16","1.8","0.12","16.172","16.35","79.989","37.519"
"11","23","17","0","0","15","1.9","0.12","0","15","0","0"
"11","23","18","0","0","14","2.1","0.12","0","14","0","0"
"11","23","19","0","0","14","2.2","0.12","0","14","0","0"
"11","23","20","0","0","13","2.2","0.12","0","13","0","0"
"11","23","21","0","0","13","2.2","0.12","0","13","0","0"
"11","23","22","0","0","13","2.3","0.12","0","13","0","0"
"11","23","23","0","0","12","2.4","0.12","0","12","0","0"
"11","24","0","0","0","12","2.5","0.12","0","12","0","0"
"11","24","1","0","0","11","2.7","0.12","0","11","0","0"
"11","24","2","0","0","11","3.2","0.12","0","11","0","0"
"11","24","3","0","0","11","3.8","0.12","0","11","0","0"
"11","24","4","0","0","11","4.2","0.12","0","11","0","0"
"11","24","5","0","0","11","4.4","0.12","0","11","0","0"
"11","24","6","0","0","12","4.7","0.12","0","12","0","0"
"11","24","7","585","39","14","5","0.12","248.374","17.694","2006.382","1895.652"
"11","24","8","794","59","17","4.9","0.12","496.289","24.672","4357.144","4163.118"
"11","24","9","888","69","20","4.5","0.12","689.016","31.207","5877.438","5629.542"
"11","24","10","909","83","22","3.9","0.12","810.023","36.307","6727.728","6449.702"
"11","24","11","923","86","23","3.3","0.12","862.12","39.68","7044.061","6754.826"
"11","24","12","917","85","24","2.9","0.12","837.053","41.31","6805.131","6524.363"
"11","24","13","907","72","24","2.5","0.12","740.72","40.467","6077.875","5822.876"
"11","24","14","836","64","24","2.2","0.12","570.767","37.453","4767.845","4559.266"
"11","24","15","682","48","22","1.4","0.12","337.589","31.319","2746.582","2609.624"
"11","24","16","236","15","18","1","0.12","59.358","19.366","247.094","198.702"
"11","24","17","0","0","15","1.3","0.12","0","15","0","0"
"11","24","18","0","0","14","1.6","0.12","0","14","0","0"
"11","24","19","0","0","13","1.8","0.12","0","13","0","0"
"11","24","20","0","0","13","2","0.12","0","13","0","0"
"11","24","21","0","0","13","2.2","0.12","0","13","0","0"
"11","24","22","0","0","12","2.4","0.12","0","12","0","0"
"11","24","23","0","0","12","2.5","0.12","0","12","0","0"
"11","25","0","0","0","12","2.5","0.12","0","12","0","0"
"11","25","1","0","0","12","2.6","0.12","0","12","0","0"
"11","25","2","0","0","12","2.6","0.12","0","12","0","0"
"11","25","3","0","0","11","2.7","0.12","0","11","0","0"
"11","25","4","0","0","11","2.6","0.12","0","11","0","0"
"11","25","5","0","0","11","2.5","0.12","0","11","0","0"
"11","25","6","0","0","12","2.4","0.12","0","12","0","0"
"11","25","7","616","37","15","2.7","0.12","255.307","20.339","2035.019","1923.274"
"11","25","8","820","54","19","2.6","0.12","502.406","29.992","4323.847","4131"
"11","25","9","907","64","21","1.2","0.12","694.002","41.286","5691.405","5450.101"
"11","25","10","946","70","23","0.7","0.12","821.772","50.276","6452.741","6184.459"
"11","25","11","958","73","24","1.4","0.12","873.986","48.315","6898.131","6614.067"
"11","25","12","948","72","25","2","0.12","845.337","45.669","6755.742","6476.724"
"11","25","13","914","68","25","2.2","0.12","740.048","42.413","6026.702","5773.516"
"11","25","14","839","60","24","2.2","0.12","567.357","37.373","4741.884","4534.225"
"11","25","15","680","46","21","2","0.12","334.51","29.112","2743.775","2606.917"
"11","25","16","237","14","19","1.9","0.12","58.625","20.096","242.109","193.894"
"11","25","17","0","0","17","1.8","0.12","0","17","0","0"
"11","25","18","0","0","16","1.5","0.12","0","16","0","0"
"11","25","19","0","0","16","1.2","0.12","0","16","0","0"
"11","25","20","0","0","16","1.1","0.12","0","16","0","0"
"11","25","21","0","0","15","1.1","0.12","0","15","0","0"
"11","25","22","0","0","15","1.2","0.12","0","15","0","0"
"11","25","23","0","0","14","1.3","0.12","0","14","0","0"
"11","26","0","0","0","14","1.4","0.12","0","14","0","0"
"11","26","1","0","0","14","1.5","0.12","0","14","0","0"
"11","26","2","0","0","14","1.6","0.12","0","14","0","0"
"11","26","3","0","0","14","1.8","0.12","0","14","0","0"
"11","26","4","0","0","14","1.9","0.12","0","14","0","0"
"11","26","5","0","0","14","2","0.12","0","14","0","0"
"11","26","6","0","0","15","2.1","0.12","0","15","0","0"
"11","26","7","583","37","18","2.7","0.12","242.942","23.077","1908.323","1801.068"
"11","26","8","793","56","21","2.9","0.12","488.632","31.141","4184.175","3996.278"
"11","26","9","883","67","25","2","0.12","679.239","41.64","5562.254","5325.526"
"11","26","10","939","68","27","0.8","0.12","811.994","53.233","6298.783","6035.957"
"11","26","11","950","71","28","0.7","0.12","863.341","56.639","6580.248","6307.448"
"11","26","12","940","71","29","1.3","0.12","836.38","52.827","6489.065","6219.496"
"11","26","13","908","67","28","1.5","0.12","733.597","47.983","5839.859","5593.294"
"11","26","14","835","60","27","1.5","0.12","564.51","42.404","4622.83","4419.389"
"11","26","15","679","45","25","1.4","0.12","332.916","34.188","2674.023","2539.636"
"11","26","16","246","13","21","1.3","0.12","59.436","22.263","241.759","193.557"
"11","26","17","0","0","19","1.4","0.12","0","19","0","0"
"11","26","18","0","0","18","1.6","0.12","0","18","0","0"
"11","26","19","0","0","18","1.8","0.12","0","18","0","0"
"11","26","20","0","0","17","1.9","0.12","0","17","0","0"
"11","26","21","0","0","17","2","0.12","0","17","0","0"
"11","26","22","0","0","17","2","0.12","0","17","0","0"
"11","26","23","0","0","17","2","0.12","0","17","0","0"
"11","27","0","0","0","16","2","0.12","0","16","0","0"
"11","27","1","0","0","16","2","0.12","0","16","0","0"
"11","27","2","0","0","16","2","0.12","0","16","0","0"
"11","27","3","0","0","16","2","0.12","0","16","0","0"
"11","27","4","0","0","16","2.1","0.12","0","16","0","0"
"11","27","5","0","0","16","2","0.12","0","16","0","0"
"11","27","6","0","0","17","2","0.12","0","17","0","0"
"11","27","7","570","37","20","2.3","0.12","237.286","25.333","1840.666","1735.808"
"11","27","8","785","56","23","2.7","0.12","482.607","33.371","4095.616","3910.856"
"11","27","9","879","67","25","2.4","0.12","674.561","40.288","5555.152","5318.675"
"11","27","10","576","160","28","1.9","0.12","636.491","43.87","5109.166","4888.492"
"11","27","11","949","71","29","1.8","0.12","860.824","50.931","6724.19","6446.29"
"11","27","12","940","71","29","1.8","0.12","835.042","50.281","6549.872","6278.148"
"11","27","13","897","71","29","1.8","0.12","729.497","47.614","5815.924","5570.207"
"11","27","14","818","64","28","1.5","0.12","558.754","43.246","4558.52","4357.358"
"11","27","15","651","49","25","1.2","0.12","325.793","34.426","2612.803","2480.586"
"11","27","16","201","14","23","1.1","0.12","51.826","24.168","210.957","163.846"
"11","27","17","0","0","21","1.2","0.12","0","21","0","0"
"11","27","18","0","0","20","1.3","0.12","0","20","0","0"
"11","27","19","0","0","20","1.3","0.12","0","20","0","0"
"11","27","20","0","0","20","1.2","0.12","0","20","0","0"
"11","27","21","0","0","19","1.2","0.12","0","19","0","0"
"11","27","22","0","0","19","1.2","0.12","0","19","0","0"
"11","27","23","0","0","18","1.1","0.12","0","18","0","0"
"11","28","0","0","0","18","1.1","0.12","0","18","0","0"
"11","28","1","0","0","18","1","0.12","0","18","0","0"
"11","28","2","0","0","18","1","0.12","0","18","0","0"
"11","28","3","0","0","18","1","0.12","0","18","0","0"
"11","28","4","0","0","17","1","0.12","0","17","0","0"
"11","28","5","0","0","17","1.1","0.12","0","17","0","0"
"11","28","6","0","0","17","1.2","0.12","0","17","0","0"
"11","28","7","537","40","19","1.2","0.12","230.729","25.561","1784.882","1682.001"
"11","28","8","765","62","21","1.3","0.12","477.074","34.634","4026.077","3843.781"
"11","28","9","866","74","24","1.2","0.12","676.383","43.77","5490.395","5256.213"
"11","28","10","957","66","25","1.4","0.12","819.665","47.824","6507.5","6237.278"
"11","28","11","970","69","26","1.9","0.12","873.909","47.806","6916.932","6632.202"
"11","28","12","960","69","26","2.3","0.12","847.3","45.535","6779.141","6499.293"
"11","28","13","925","66","25","2.4","0.12","742.827","41.826","6066.723","5812.119"
"11","28","14","853","59","24","2.3","0.12","569.397","37.167","4765.075","4556.594"
"11","28","15","698","45","22","1.6","0.12","340.479","30.982","2770.485","2632.68"
"11","28","16","254","13","18","1","0.12","61.137","19.398","252.179","203.608"
"11","28","17","0","0","17","0.8","0.12","0","17","0","0"
"11","28","18","0","0","17","0.7","0.12","0","17","0","0"
"11","28","19","0","0","17","0.8","0.12","0","17","0","0"
"11","28","20","0","0","16","1.1","0.12","0","16","0","0"
"11","28","21","0","0","16","1.2","0.12","0","16","0","0"
"11","28","22","0","0","15","1.3","0.12","0","15","0","0"
"11","28","23","0","0","15","1.5","0.12","0","15","0","0"
"11","29","0","0","0","14","1.6","0.12","0","14","0","0"
"11","29","1","0","0","14","1.5","0.12","0","14","0","0"
"11","29","2","0","0","14","1.5","0.12","0","14","0","0"
"11","29","3","0","0","14","1.5","0.12","0","14","0","0"
"11","29","4","0","0","13","1.6","0.12","0","13","0","0"
"11","29","5","0","0","13","1.8","0.12","0","13","0","0"
"11","29","6","0","0","13","1.9","0.12","0","13","0","0"
"11","29","7","514","39","15","2.3","0.12","221.024","19.962","1741.218","1639.885"
"11","29","8","738","63","18","2.8","0.12","462.441","27.763","4006.789","3825.177"
"11","29","9","837","77","20","3","0.12","658.493","33.416","5570.751","5333.721"
"11","29","10","897","80","21","3.2","0.12","787.962","36.508","6547.514","6275.874"
"11","29","11","917","80","22","3.5","0.12","842.117","37.792","6941.546","6655.944"
"11","29","12","911","79","22","3.7","0.12","818.898","36.899","6783.383","6503.385"
"11","29","13","872","75","21","3.7","0.12","719.558","34.107","6057.125","5802.862"
"11","29","14","787","68","20","3.6","0.12","544.571","30.088","4680.737","4475.244"
"11","29","15","609","52","18","2.9","0.12","314.523","24.452","2622.815","2490.243"
"11","29","16","0","18","16","2.1","0.12","17.123","16.348","84.932","42.287"
"11","29","17","0","0","15","2","0.12","0","15","0","0"
"11","29","18","0","0","14","2.1","0.12","0","14","0","0"
"11","29","19","0","0","13","2.3","0.12","0","13","0","0"
"11","29","20","0","0","13","2.7","0.12","0","13","0","0"
